aggregation_time,total_time,num_of_workers,fraction_of_data,aggregation_speedup,total_time_speedup,aggregation_efficiency,total_time_efficiency
12.321723461151125,30.525001525878903,3,1.0,0.8326846430028304,1.7159683328905246,0.27756154766761015,0.5719894442968415
14.487127304077148,42.05954313278198,2,0.6666666666666666,0.7082225265281334,1.2453757715455842,0.3541112632640667,0.6226878857727921
10.260109901428224,52.37993597984314,1,0.3333333333333333,1.0,1.0,1.0,1.0
